# Reviewed expectations: Linux root NFSv3 adapter, not native FUSE conformance.
# First root review: 2026-09-20, pjdfstest 85a8aea9e685999ef0540392fd80535f873d7ff7.
# Review, source dependencies and isolated supported-kind check:
# docs/bugs/2026-09-20-pjdfstest-device-fixture-cascades.md
# A-26 authorizes FIFO/socket metadata; block/character devices remain refused.
# NFS-OPEN and NFS-TIME are client/wire limits, not shared VFS exclusions.
# This initializes the root review left pending in conformance.md section 3.4.
# One case per line; no file wildcard. Unlisted failures, listed passes and absent
# listed cases fail the gate. This list can only shrink after this review.
# The historical transport slug is native-linux-fuse; the record remains LIMITED.
# Device names are never substituted, and the upstream suite is never patched in CI.

tests/chown/00.t:539  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:540  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:541  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:542  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:543  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:545  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:546  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:547  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:548  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:549  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:550  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:551  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:552  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:553  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:554  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:555  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:556  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:747  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:748  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:749  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:750  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:751  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:752  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:753  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:754  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:755  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:756  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:757  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:758  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:759  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:760  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:762  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:763  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:764  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:765  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:766  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:767  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:768  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:769  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:770  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:771  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:772  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:773  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:774  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:775  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:776  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:777  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:778  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:779  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:780  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:782  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:783  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:784  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:785  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:786  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:787  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:788  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:789  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:790  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:791  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:792  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:793  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:794  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:795  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:796  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:797  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:798  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:799  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:800  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:801  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:802  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:803  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:804  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:805  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/chown/00.t:806  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
